class,order,family,genus,specie,taxon_id
Arachnida,Araneae,Telemidae,Usofila,Usofila flava,778290
Arachnida,Araneae,Telemidae,Usofila,Usofila pacifica,233352
Insecta,Psocodea,Caeciliusidae,Valenzuela,Valenzuela flavidus,308612
Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta,49133
Arachnida,Mesostigmata,Varroidae,Varroa,Varroa destructor,194693
Insecta,Diptera,Vermileonidae,Vermileo,Vermileo comstocki,549672
Insecta,Diptera,Vermileonidae,Vermileo,Vermileo vermileo,465598
Entognatha,Entomobryomorpha,Isotomidae,Vertagopus,Vertagopus arboreus,339899
Insecta,Coleoptera,Vesperidae,Vesperus,Vesperus xatarti,371688
Arachnida,Pseudoscorpiones,Withiidae,Withius,Withius hispanus,973331
Insecta,Lepidoptera,Urodidae,Wockia,Wockia asperipunctella,453470
Insecta,Raphidioptera,Raphidiidae,Xanthostigma,Xanthostigma xanthostigma,417954
Arachnida,Sarcoptiformes,Xenillidae,Xenillus,Xenillus tegeocranus,917071
Insecta,Hymenoptera,Scelionidae,Xenomerus,Xenomerus ergenna,1016380
Insecta,Strepsiptera,Xenidae,Xenos,Xenos vesparum,486031
Insecta,Hymenoptera,Xiphydriidae,Xiphydria,Xiphydria camelus,775763
Insecta,Orthoptera,Tridactylidae,Xya,Xya variegata,473191
Insecta,Hymenoptera,Xyelidae,Xyela,Xyela julii,1019280
Insecta,Hymenoptera,Xyelidae,Xyela,Xyela linsleyi,699669
Insecta,Lepidoptera,Yponomeutidae,Yponomeuta,Yponomeuta evonymella,324630
Insecta,Lepidoptera,Ypsolophidae,Ypsolopha,Ypsolopha dentella,207523
Insecta,Plecoptera,Nemouridae,Zapada,Zapada cinctipes,178556
Insecta,Diptera,Anthomyzidae,Zealantha,Zealantha thorpei,464581
Insecta,Coleoptera,Megalopodidae,Zeugophora,Zeugophora scutellaris,233980
Insecta,Coleoptera,Megalopodidae,Zeugophora,Zeugophora subspinosa,321916
Insecta,Coleoptera,Megalopodidae,Zeugophora,Zeugophora varians,233981
Arachnida,Araneae,Miturgidae,Zora,Zora spinimana,360548
Arachnida,Araneae,Zoropsidae,Zoropsis,Zoropsis spinimana,127112
Insecta,Lepidoptera,Zygaenidae,Zygaena,Zygaena lonicerae,82108
Arachnida,Araneae,Phonognathidae,Zygiella,Zygiella x-notata,155279
