name,taxon_id,ancestry,family
Aceria tulipae,384907,48460/1/47120/245097/47119/52788/129763/81508/635987/373225/55584/560190/1109591/84335,55584
Aceria ulmi,1093877,48460/1/47120/245097/47119/52788/129763/81508/635987/373225/55584/560190/1109591/84335,55584
Aceria varia,903454,48460/1/47120/245097/47119/52788/129763/81508/635987/373225/55584/560190/1109591/84335,55584
Aceria vitalbae,1110844,48460/1/47120/245097/47119/52788/129763/81508/635987/373225/55584/560190/1109591/84335,55584
Acericecis campestre,938503,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/55699/322033/495248/320035,55699
Acericecis vitrina,1307335,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/55699/322033/495248/320035,55699
Acericerus heydenii,638607,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/361750/603767/624491,53237
Acericerus ribauti,624490,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/361750/603767/624491,53237
Acericerus vittifrons,624492,48460/1/47120/372739/47158/184884/47744/125816/372849/49025/53237/361750/603767/624491,53237
Acerophagus maculipennis,448577,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/69778/465402/250166,69778
Acetropis carinata,132326,48460/1/47120/372739/47158/184884/47744/61267/372850/53504/53505/334230/373846/132328,53505
Acetropis gimmerthali,132325,48460/1/47120/372739/47158/184884/47744/61267/372850/53504/53505/334230/373846/132328,53505
Acetropis gimmerthalii,132324,48460/1/47120/372739/47158/184884/47744/61267/372850/53504/53505/334230/373846/132328,53505
Achaeridion conigerum,789068,48460/1/47120/245097/47119/47118/120474/342614/319384/47371/1472157/419507,47371
Achaius oratorius,703316,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/336926/465331/1422571/679708,47199
Achalcerinys lindus,474731,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/69778/465402/474739,69778
Achalcus bimaculatus,1047813,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/68020/475861/987030,68020
Achalcus cinereus,1087394,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/68020/475861/987030,68020
Achalcus flavicollis,987028,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/68020/475861/987030,68020
Achalcus melanotrichus,1047842,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/68020/475861/987030,68020
Achalcus thalhammeri,1200307,48460/1/47120/372739/47158/184884/47822/48091/372865/318504/68020/475861/987030,68020
Achanthiptera rohrelliformis,606620,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/342767/54992/70144/1399775/606621,70144
Achenium basale,952323,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/373437/774081/373884/325575,47951
Achenium depressum,244711,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/373437/774081/373884/325575,47951
Achenium humile,325573,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/373437/774081/373884/325575,47951
Achenium jejunum,952338,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/373437/774081/373884/325575,47951
Achenium rufulum,952356,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/373437/774081/373884/325575,47951
Achenium striatum,952360,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/373437/774081/373884/325575,47951
Acherontacarus rutilans,1187194,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/635852/982540/1187187,982540
Acherontacarus vietsi,1187195,48460/1/47120/245097/47119/52788/129763/83740/490738/495534/635852/982540/1187187,982540
Acherontia atropos,56530,48460/1/47120/372739/47158/184884/47157/47214/47213/124081/124110/1228738/56531,47213
Acherontiella variabilis,1187197,48460/1/47120/372739/243773/49470/129730/1463814/125614/249096,125614
Acheta domesticus,133220,48460/1/47120/372739/47158/184884/47651/132694/358855/50158/52884/122461/523728/1243638/133221,52884
Achipteria coleoptrata,568371,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/858146/372930/375326,372930
Achipteria nitens,1138545,48460/1/47120/245097/47119/52788/129763/81508/332183/1227296/1227488/858146/372930/375326,372930
Achlya flavicornis,483271,48460/1/47120/372739/47158/184884/47157/84429/84430/123020/416167,84430
Achorotile albosignata,1467861,48460/1/47120/372739/47158/184884/47744/125816/372860/1473811/123608/460738/518002/475701,123608
Achroia grisella,362715,48460/1/47120/372739/47158/184884/47157/49682/49683/122933/122931/362716,49683
Achrysocharoides latreillii,408327,48460/1/47120/372739/47158/184884/47201/124417/981280/69750/85012/501917/375330,85012
Achtheres percarum,987055,48460/1/47120/85493/473790/1091452/121643/774777/774779/153122/171327/510392,171327
Achyra nudalis,371398,48460/1/47120/372739/47158/184884/47157/49682/52002/122491/892833/172693,52002
Achyrolimonia decemmaculata,1048608,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/547089/1011209,47992
Achyrolimonia neonebulosa,1087740,48460/1/47120/372739/47158/184884/47822/154259/179916/51226/47992/547089/1011209,47992
Acidia cognata,468649,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/62006/47990/357366/546033/546038/468651,47990
Acidota crenata,172699,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359912/366557/172704,47951
Acidota cruentata,172700,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/47951/359912/366557/172704,47951
Acilius canaliculatus,547304,48460/1/47120/372739/47158/184884/47208/340471/574051/57659/357293/520326/86218,57659
Acilius duvergeri,93178,48460/1/47120/372739/47158/184884/47208/340471/574051/57659/357293/520326/86218,57659
Acilius sulcatus,130410,48460/1/47120/372739/47158/184884/47208/340471/574051/57659/357293/520326/86218,57659
Acinia biflexa,1088537,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/62006/47990/59586/59587/448823,47990
Acinia corniculata,607673,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/62006/47990/59586/59587/448823,47990
Acinopus megacephalus,715579,48460/1/47120/372739/47158/184884/47208/340471/372884/49567/202104/334251/373880/421913,49567
Acinopus picipes,715581,48460/1/47120/372739/47158/184884/47208/340471/372884/49567/202104/334251/373880/421913,49567
Aciura coryli,326586,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/62006/47990/59586/918404/326587,47990
Aclastus eugracilis,1048611,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/1048860/518996/1048864/374002,47199
Aclastus gracilis,917631,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/1048860/518996/1048864/374002,47199
Aclastus micator,987061,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/1048860/518996/1048864/374002,47199
Aclastus minutus,1048613,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/1048860/518996/1048864/374002,47199
Aclastus solutus,917629,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/1048860/518996/1048864/374002,47199
Aclerda berlesii,1458072,48460/1/47120/372739/47158/184884/47744/334037/60922/715480/715479,715480
Aclerda laeliae,1458073,48460/1/47120/372739/47158/184884/47744/334037/60922/715480/715479,715480
Aclerda subterranea,1458075,48460/1/47120/372739/47158/184884/47744/334037/60922/715480/715479,715480
Acleris abietana,527045,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris aspersana,460515,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris bergmanniana,174133,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris comariana,384863,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris cristana,372383,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris emargana,212332,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris ferrugana,417042,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris fimbriana,876061,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris forsskaleana,342688,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris hastiana,258456,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris hastiana,1127182,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris hippophaeana,1321608,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris holmiana,324577,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris hyemana,567533,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris kochiella,527047,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris lacordairana,712521,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris laterana,324764,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris lipsiana,527048,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris literana,527049,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris logiana,212338,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris logiana,1127186,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris lorquiniana,527051,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris maccana,212339,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris notana,212346,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris permutana,527052,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris quercinana,876062,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris rhombana,470641,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris roscidana,802525,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris rufana,527053,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris scabrana,453160,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris schalleriana,212350,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris schalleriana,1127179,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris shepherdana,527054,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris sparsana,371718,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris umbrana,527055,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acleris variegana,212354,48460/1/47120/372739/47158/184884/47157/47156/47155/124615/199539/124620,47155
Acletoxenus formosus,1087403,48460/1/47120/372739/47158/184884/47822/48091/372853/48089/48088/555548/67742/628259/624302,67742
Aclista atra,1187198,48460/1/47120/372739/47158/184884/47201/124417/981280/480797/203213/373338/1115773/480728,203213
Aclista crassinervis,1187199,48460/1/47120/372739/47158/184884/47201/124417/981280/480797/203213/373338/1115773/480728,203213
Aclista evadne,1050628,48460/1/47120/372739/47158/184884/47201/124417/981280/480797/203213/373338/1115773/480728,203213
Aclista excisa,1187200,48460/1/47120/372739/47158/184884/47201/124417/981280/480797/203213/373338/1115773/480728,203213
Aclista inflexa,1187209,48460/1/47120/372739/47158/184884/47201/124417/981280/480797/203213/373338/1115773/480728,203213
Aclista tenuinervis,1187208,48460/1/47120/372739/47158/184884/47201/124417/981280/480797/203213/373338/1115773/480728,203213
Aclypea opaca,69799,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/53849/503862/69796,53849
Aclypea souverbii,1040181,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/53849/503862/69796,53849
Aclypea undata,493720,48460/1/47120/372739/47158/184884/47208/71130/372870/48311/53849/503862/69796,53849
Acmaeodera bipunctata,715372,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/886834/1075633,54964
Acmaeodera cylindrica,470285,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/886834/127631,54964
Acmaeodera degener,467096,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/886834/1075630,54964
Acmaeodera pilosellae,498024,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/886834/127631,54964
Acmaeodera quadrifasciata,524884,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/886834/1075630,54964
Acmaeoderella adspersula,470026,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/327587/1075641,54964
Acmaeoderella corsica,1187207,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/327587/1075639,54964
Acmaeoderella cyanipennis,909457,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/327587/1075639,54964
Acmaeoderella discoida,1147310,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/327587/1147313,54964
Acmaeoderella flavofasciata,327605,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/327587/1075638,54964
Acmaeoderella lanuginosa,901951,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/327587/1075639,54964
Acmaeoderella virgulata,1066060,48460/1/47120/372739/47158/184884/47208/71130/372854/54965/54964/510061/510062/327587/1075640,54964
Acmaeops marginatus,733416,48460/1/47120/372739/47158/184884/47208/71130/372852/963992/47961/321450/322975/172709,47961
Acmaeops marginatus,1505261,48460/1/47120/372739/47158/184884/47208/71130/372852/963992/47961/321450/322975/172709/1504731,47961
Acmaeops pratensis,212359,48460/1/47120/372739/47158/184884/47208/71130/372852/963992/47961/321450/322975/172709/203071,47961
Acmaeops septentrionis,508659,48460/1/47120/372739/47158/184884/47208/71130/372852/963992/47961/321450/322975/172709/1504731,47961
Acmaeops smaragdulus,508657,48460/1/47120/372739/47158/184884/47208/71130/372852/963992/47961/321450/322975/172709,47961
Acmaeops smaragdulus,1505262,48460/1/47120/372739/47158/184884/47208/71130/372852/963992/47961/321450/322975/172709/1504731,47961
Acnemia amoena,841252,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/83736/505475/836827,83736
Acnemia nitidicollis,987063,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/83736/505475/836827,83736
Acodiplosis inulae,1402760,48460/1/47120/372739/47158/184884/47822/154259/489328/493389/55699/1391202,55699
Acolobus sericeus,768174,48460/1/47120/372739/47158/184884/47201/124417/47200/47199/336926/465331/1422571/679822,47199
Acompocoris alpinus,887513,48460/1/47120/372739/47158/184884/47744/61267/372850/53668/174592/506041/506046/458930,174592
Acompocoris pygmaeus,554430,48460/1/47120/372739/47158/184884/47744/61267/372850/53668/174592/506041/506046/458930,174592
Acompsia antirrhinella,1324543,48460/1/47120/372739/47158/184884/47157/55518/55519/124029/481969,55519
Acompsia cinerella,481958,48460/1/47120/372739/47158/184884/47157/55518/55519/124029/481969,55519
Acompsia delmastroella,1323614,48460/1/47120/372739/47158/184884/47157/55518/55519/124029/481969,55519
Acompsia dimorpha,1324544,48460/1/47120/372739/47158/184884/47157/55518/55519/124029/481969,55519
Acompsia minorella,1074355,48460/1/47120/372739/47158/184884/47157/55518/55519/124029/481969,55519
Acompsia muellerrutzi,1187206,48460/1/47120/372739/47158/184884/47157/55518/55519/124029/481969,55519
Acompsia pyrenaella,1124964,48460/1/47120/372739/47158/184884/47157/55518/55519/124029/481969,55519
Acompsia schmidtiellus,481962,48460/1/47120/372739/47158/184884/47157/55518/55519/124029/481969,55519
Acompsia tripunctella,732807,48460/1/47120/372739/47158/184884/47157/55518/55519/124029/481969,55519
